Rain (mm),ET(mm),Runoff (mm/day),Date
0.31875,1.258064516,0.442,26/05/1982
0,1.258064516,0.308,27/05/1982
0.26875,1.258064516,0.231,28/05/1982
0.16125,1.258064516,0.173,29/05/1982
14.33125,1.258064516,0.115,30/05/1982
12.69875,1.258064516,1.269,31/05/1982
9.36,1.033333333,2.327, 1/06/1982
4.14,1.033333333,1.981, 2/06/1982
0,1.033333333,1.558, 3/06/1982
0,1.033333333,0.827, 4/06/1982
0,1.033333333,0.519, 5/06/1982
0,1.033333333,0.365, 6/06/1982
0,1.033333333,0.288, 7/06/1982
0,1.033333333,0.231, 8/06/1982
0,1.033333333,0.154, 9/06/1982
2.225,1.033333333,0.115,10/06/1982
1.335,1.033333333,0.096,11/06/1982
0,1.033333333,0.115,12/06/1982
0,1.033333333,0.096,13/06/1982
0.3625,1.033333333,0.077,14/06/1982
4.03625,1.033333333,0.077,15/06/1982
2.29125,1.033333333,0.096,16/06/1982
1.0875,1.033333333,0.135,17/06/1982
0.6525,1.033333333,0.115,18/06/1982
0.25625,1.033333333,0.096,19/06/1982
15.16,1.033333333,0.115,20/06/1982
16.61,1.033333333,3.635,21/06/1982
7.05125,1.033333333,6.673,22/06/1982
2.11125,1.033333333,2.962,23/06/1982
0.37125,1.033333333,1.788,24/06/1982
0,1.033333333,1.308,25/06/1982
0.025,1.033333333,0.885,26/06/1982
4.59,1.033333333,0.538,27/06/1982
3.0075,1.033333333,0.712,28/06/1982
0.1575,1.033333333,0.75,29/06/1982
0,1.033333333,0.538,30/06/1982
0,1.096774194,0.442, 1/07/1982
0,1.096774194,0.365, 2/07/1982
0,1.096774194,0.308, 3/07/1982
0,1.096774194,0.25, 4/07/1982
3.225,1.096774194,0.231, 5/07/1982
3.7475,1.096774194,0.231, 6/07/1982
1.0875,1.096774194,0.269, 7/07/1982
0,1.096774194,0.269, 8/07/1982
0,1.096774194,0.231, 9/07/1982
0,1.096774194,0.192,10/07/1982
1.50625,1.096774194,0.192,11/07/1982
2.885,1.096774194,0.212,12/07/1982
1.445,1.096774194,0.25,13/07/1982
0.15375,1.096774194,0.288,14/07/1982
0,1.096774194,0.192,15/07/1982
0,1.096774194,0.173,16/07/1982
0,1.096774194,0.173,17/07/1982
5.9,1.096774194,0.173,18/07/1982
3.54,1.096774194,0.365,19/07/1982
0,1.096774194,0.423,20/07/1982
0,1.096774194,0.346,21/07/1982
0,1.096774194,0.269,22/07/1982
0,1.096774194,0.192,23/07/1982
0,1.096774194,0.173,24/07/1982
0.375,1.096774194,0.135,25/07/1982
0.24375,1.096774194,0.115,26/07/1982
0.01125,1.096774194,0.115,27/07/1982
5.70625,1.096774194,0.096,28/07/1982
15.59875,1.096774194,0.365,29/07/1982
10.2675,1.096774194,8.769,30/07/1982
2.84,1.096774194,8.385,31/07/1982
5.49375,1.419354839,4.885, 1/08/1982
3.27625,1.419354839,3.442, 2/08/1982
1.11125,1.419354839,2.019, 3/08/1982
0.53625,1.419354839,1.25, 4/08/1982
0,1.419354839,0.885, 5/08/1982
0,1.419354839,0.615, 6/08/1982
0,1.419354839,0.481, 7/08/1982
0.00625,1.419354839,0.385, 8/08/1982
0.00375,1.419354839,0.308, 9/08/1982
1.875,1.419354839,0.25,10/08/1982
3.4625,1.419354839,0.231,11/08/1982
2.79625,1.419354839,0.269,12/08/1982
1.11125,1.419354839,0.25,13/08/1982
1.22125,1.419354839,0.231,14/08/1982
3.4275,1.419354839,0.442,15/08/1982
2.5325,1.419354839,0.404,16/08/1982
0.87625,1.419354839,0.308,17/08/1982
0.2175,1.419354839,0.269,18/08/1982
0,1.419354839,0.212,19/08/1982
0,1.419354839,0.192,20/08/1982
0.01875,1.419354839,0.173,21/08/1982
1.73,1.419354839,0.154,22/08/1982
1.03125,1.419354839,0.154,23/08/1982
0,1.419354839,0.135,24/08/1982
0.3625,1.419354839,0.115,25/08/1982
0.2175,1.419354839,0.096,26/08/1982
0,1.419354839,0.096,27/08/1982
0,1.419354839,0.077,28/08/1982
0.2375,1.419354839,0.077,29/08/1982
1.7175,1.419354839,0.058,30/08/1982
0.945,1.419354839,0.058,31/08/1982
6.0625,2.3,0.058, 1/09/1982
5.14375,2.3,0.058, 2/09/1982
3.0725,2.3,0.115, 3/09/1982
1.30125,2.3,0.154, 4/09/1982
3.8125,2.3,0.154, 5/09/1982
4.40625,2.3,0.115, 6/09/1982
1.64,2.3,0.096, 7/09/1982
11.34625,2.3,0.096, 8/09/1982
12.3625,2.3,0.673, 9/09/1982
6.13125,2.3,1.538,10/09/1982
1.63125,2.3,4.904,11/09/1982
3.64375,2.3,2.308,12/09/1982
2.18625,2.3,1.212,13/09/1982
0,2.3,0.769,14/09/1982
0,2.3,0.519,15/09/1982
5.975,2.3,0.346,16/09/1982
7.31,2.3,0.442,17/09/1982
3.62875,2.3,1.788,18/09/1982
10.08625,2.3,1.769,19/09/1982
5.55,2.3,2.019,20/09/1982
0,2.3,1.288,21/09/1982
0,2.3,0.808,22/09/1982
0,2.3,0.519,23/09/1982
0.00625,2.3,0.365,24/09/1982
1.06625,2.3,0.288,25/09/1982
2.09375,2.3,0.25,26/09/1982
1.4925,2.3,0.25,27/09/1982
6.59,2.3,0.212,28/09/1982
5.375,2.3,0.385,29/09/1982
1.98,2.3,0.346,30/09/1982
0.6025,3.741935484,0.25, 1/10/1982
0.00375,3.741935484,0.231, 2/10/1982
5.625,3.741935484,0.192, 3/10/1982
3.375,3.741935484,0.231, 4/10/1982
0,3.741935484,0.346, 5/10/1982
0,3.741935484,0.212, 6/10/1982
0,3.741935484,0.173, 7/10/1982
0.78125,3.741935484,0.135, 8/10/1982
0.71875,3.741935484,0.115, 9/10/1982
1.24375,3.741935484,0.096,10/10/1982
0.65625,3.741935484,0.077,11/10/1982
0.625,3.741935484,0.058,12/10/1982
2.10625,3.741935484,0.038,13/10/1982
2.395,3.741935484,0.038,14/10/1982
0.81375,3.741935484,0.038,15/10/1982
2.68125,3.741935484,0.038,16/10/1982
8.7275,3.741935484,0.096,17/10/1982
4.6525,3.741935484,0.173,18/10/1982
5.46625,3.741935484,0.135,19/10/1982
15.3425,3.741935484,0.135,20/10/1982
9.5575,3.741935484,2.096,21/10/1982
2.63625,3.741935484,2.077,22/10/1982
1.02625,3.741935484,1.635,23/10/1982
3.29375,3.741935484,1.481,24/10/1982
1.88625,3.741935484,0.904,25/10/1982
0,3.741935484,0.538,26/10/1982
0,3.741935484,0.385,27/10/1982
0,3.741935484,0.25,28/10/1982
0,3.741935484,0.192,29/10/1982
2.275,3.741935484,0.135,30/10/1982
3.24625,3.741935484,0.115,31/10/1982
1.12875,4.733333333,0.115, 1/11/1982
0,4.733333333,0.115, 2/11/1982
0,4.733333333,0.077, 3/11/1982
0,4.733333333,0.058, 4/11/1982
0,4.733333333,0.038, 5/11/1982
0,4.733333333,0.038, 6/11/1982
0,4.733333333,0.019, 7/11/1982
0,4.733333333,0.019, 8/11/1982
0.3625,4.733333333,0.019, 9/11/1982
2.51125,4.733333333,0,10/11/1982
1.37625,4.733333333,0,11/11/1982
0,4.733333333,0,12/11/1982
0,4.733333333,0,13/11/1982
0,4.733333333,0,14/11/1982
4.63125,4.733333333,0,15/11/1982
2.77875,4.733333333,0,16/11/1982
6.14375,4.733333333,0,17/11/1982
4.44875,4.733333333,0,18/11/1982
0.4575,4.733333333,0.019,19/11/1982
0,4.733333333,0.019,20/11/1982
0,4.733333333,0,21/11/1982
0,4.733333333,0,22/11/1982
0,4.733333333,0,23/11/1982
0,4.733333333,0,24/11/1982
0.25625,4.733333333,0,25/11/1982
0.6725,4.733333333,0,26/11/1982
0.31125,4.733333333,0,27/11/1982
0.73125,4.733333333,0,28/11/1982
0.43875,4.733333333,0,29/11/1982
0.00625,4.733333333,0,30/11/1982
0.71625,4.580645161,0, 1/12/1982
0.4275,4.580645161,0, 2/12/1982
0.09375,4.580645161,0, 3/12/1982
0.05625,4.580645161,0, 4/12/1982
0,4.580645161,0, 5/12/1982
0.28125,4.580645161,0, 6/12/1982
8.8375,4.580645161,0, 7/12/1982
13.3825,4.580645161,0, 8/12/1982
9.84,4.580645161,0, 9/12/1982
3.20875,4.580645161,0,10/12/1982
0.15,4.580645161,0.019,11/12/1982
0,4.580645161,0.019,12/12/1982
0.00625,4.580645161,0,13/12/1982
1.0975,4.580645161,0,14/12/1982
0.65625,4.580645161,0,15/12/1982
0,4.580645161,0,16/12/1982
0,4.580645161,0,17/12/1982
0,4.580645161,0,18/12/1982
0.99375,4.580645161,0,19/12/1982
1.19625,4.580645161,0,20/12/1982
0.36,4.580645161,0,21/12/1982
0,4.580645161,0,22/12/1982
0,4.580645161,0,23/12/1982
0,4.580645161,0,24/12/1982
0,4.580645161,0,25/12/1982
0,4.580645161,0,26/12/1982
0.25625,4.580645161,0,27/12/1982
0.51625,4.580645161,0,28/12/1982
1.105,4.580645161,0,29/12/1982
0.5325,4.580645161,0,30/12/1982
0,4.580645161,0,31/12/1982
5.66875,5,0, 1/01/1983
3.40125,5,0, 2/01/1983
0.00625,5,0, 3/01/1983
7.91625,5,0, 4/01/1983
4.7475,5,0, 5/01/1983
0,5,0, 6/01/1983
0,5,0, 7/01/1983
0,5,0, 8/01/1983
1.0875,5,0, 9/01/1983
3.615,5,0,10/01/1983
8.54625,5,0,11/01/1983
7.7675,5,0,12/01/1983
5.08,5,0,13/01/1983
2.83875,5,0,14/01/1983
0.925,5,0,15/01/1983
2.45,5,0,16/01/1983
2.005,5,0,17/01/1983
0.375,5,0,18/01/1983
0,5,0,19/01/1983
0,5,0,20/01/1983
0,5,0,21/01/1983
0,5,0,22/01/1983
0,5,0,23/01/1983
0,5,0,24/01/1983
0,5,0,25/01/1983
4.925,5,0,26/01/1983
2.955,5,0,27/01/1983
0,5,0,28/01/1983
0,5,0,29/01/1983
0,5,0,30/01/1983
0,5,0,31/01/1983
0,4.392857143,0, 1/02/1983
0,4.392857143,0, 2/02/1983
0,4.392857143,0, 3/02/1983
0,4.392857143,0, 4/02/1983
0,4.392857143,0, 5/02/1983
0,4.392857143,0, 6/02/1983
0,4.392857143,0, 7/02/1983
0,4.392857143,0, 8/02/1983
0,4.392857143,0, 9/02/1983
0,4.392857143,0,10/02/1983
0,4.392857143,0,11/02/1983
0,4.392857143,0,12/02/1983
0,4.392857143,0,13/02/1983
0,4.392857143,0,14/02/1983
0,4.392857143,0,15/02/1983
0.3625,4.392857143,0,16/02/1983
0.2175,4.392857143,0,17/02/1983
0,4.392857143,0,18/02/1983
0,4.392857143,0,19/02/1983
0,4.392857143,0,20/02/1983
0,4.392857143,0,21/02/1983
0.63125,4.392857143,0,22/02/1983
0.37875,4.392857143,0,23/02/1983
0,4.392857143,0,24/02/1983
0,4.392857143,0,25/02/1983
0.25,4.392857143,0,26/02/1983
0.15,4.392857143,0,27/02/1983
0,4.392857143,0,28/02/1983
0,3.290322581,0.019, 1/03/1983
0,3.290322581,0.019, 2/03/1983
0,3.290322581,0.019, 3/03/1983
0.26875,3.290322581,0.019, 4/03/1983
0.16125,3.290322581,0.019, 5/03/1983
0.3625,3.290322581,0.019, 6/03/1983
0.8425,3.290322581,0.019, 7/03/1983
10.575,3.290322581,0.019, 8/03/1983
6.73875,3.290322581,0.019, 9/03/1983
0.37125,3.290322581,0,10/03/1983
0,3.290322581,0,11/03/1983
0.00625,3.290322581,0,12/03/1983
0.00375,3.290322581,0,13/03/1983
0.3625,3.290322581,0,14/03/1983
0.4675,3.290322581,0,15/03/1983
0.15,3.290322581,0,16/03/1983
0,3.290322581,0,17/03/1983
0,3.290322581,0,18/03/1983
0,3.290322581,0,19/03/1983
1.75,3.290322581,0,20/03/1983
44.10625,3.290322581,0,21/03/1983
27.34625,3.290322581,0.058,22/03/1983
7.06375,3.290322581,0.019,23/03/1983
5.19375,3.290322581,0.096,24/03/1983
0.9,3.290322581,0.058,25/03/1983
0.53125,3.290322581,0.038,26/03/1983
4.89375,3.290322581,0.019,27/03/1983
3.72625,3.290322581,0.019,28/03/1983
1.095,3.290322581,0.019,29/03/1983
0.30375,3.290322581,0,30/03/1983
0,3.290322581,0,31/03/1983
0.00625,2.2,0, 1/04/1983
0.00375,2.2,0, 2/04/1983
0.275,2.2,0, 3/04/1983
7.43375,2.2,0, 4/04/1983
13.4925,2.2,0, 5/04/1983
10.19125,2.2,0.019, 6/04/1983
4.42125,2.2,0.019, 7/04/1983
0.95625,2.2,0.038, 8/04/1983
0.51875,2.2,0.058, 9/04/1983
4.18625,2.2,0.058,10/04/1983
6.14375,2.2,0.038,11/04/1983
3.81,2.2,0.019,12/04/1983
4.5925,2.2,0.019,13/04/1983
5.9525,2.2,0.038,14/04/1983
2.5025,2.2,0.038,15/04/1983
0.41625,2.2,0.038,16/04/1983
0.88875,2.2,0.058,17/04/1983
0.43875,2.2,0.038,18/04/1983
0,2.2,0.019,19/04/1983
0,2.2,0.019,20/04/1983
0,2.2,0.019,21/04/1983
0,2.2,0.019,22/04/1983
1.63125,2.2,0.019,23/04/1983
5.435,2.2,0.019,24/04/1983
13.155,2.2,0.058,25/04/1983
6.28875,2.2,0.096,26/04/1983
0,2.2,0.115,27/04/1983
0,2.2,0.096,28/04/1983
0,2.2,0.058,29/04/1983
0.25625,2.2,0.038,30/04/1983
0.52875,1.258064516,0.038, 1/05/1983
19.925,1.258064516,0.019, 2/05/1983
28.02,1.258064516,0.635, 3/05/1983
17.5825,1.258064516,2.673, 4/05/1983
8.07375,1.258064516,1.923, 5/05/1983
2.77625,1.258064516,1.269, 6/05/1983
0.97625,1.258064516,0.846, 7/05/1983
1.0425,1.258064516,0.558, 8/05/1983
1.06375,1.258064516,0.442, 9/05/1983
1.7125,1.258064516,0.346,10/05/1983
0.8025,1.258064516,0.269,11/05/1983
0,1.258064516,0.231,12/05/1983
0,1.258064516,0.173,13/05/1983
2.95625,1.258064516,0.135,14/05/1983
19.11125,1.258064516,0.365,15/05/1983
10.49625,1.258064516,3.365,16/05/1983
0.05625,1.258064516,1.942,17/05/1983
0,1.258064516,0.942,18/05/1983
0,1.258064516,0.615,19/05/1983
0,1.258064516,0.442,20/05/1983
0,1.258064516,0.346,21/05/1983
0,1.258064516,0.269,22/05/1983
0.61875,1.258064516,0.212,23/05/1983
2.87125,1.258064516,0.192,24/05/1983
1.5,1.258064516,0.192,25/05/1983
0.63125,1.258064516,0.173,26/05/1983
0.6475,1.258064516,0.154,27/05/1983
2.0425,1.258064516,0.115,28/05/1983
8.4225,1.258064516,0.115,29/05/1983
9.37,1.258064516,0.288,30/05/1983
7.47125,1.258064516,1.019,31/05/1983
3.19125,1.033333333,3.212, 1/06/1983
0.30375,1.033333333,2.327, 2/06/1983
0,1.033333333,1.269, 3/06/1983
0,1.033333333,0.846, 4/06/1983
0,1.033333333,0.615, 5/06/1983
0.61875,1.033333333,0.481, 6/06/1983
15.10875,1.033333333,0.423, 7/06/1983
24.6675,1.033333333,11.308, 8/06/1983
13.58875,1.033333333,11.865, 9/06/1983
6.8,1.033333333,6.962,10/06/1983
2.60625,1.033333333,8.962,11/06/1983
2.925,1.033333333,4.154,12/06/1983
12.4675,1.033333333,5.923,13/06/1983
9.0275,1.033333333,3.192,14/06/1983
2.17875,1.033333333,2.135,15/06/1983
0.37125,1.033333333,1.538,16/06/1983
0,1.033333333,1.212,17/06/1983
0,1.033333333,0.923,18/06/1983
0,1.033333333,0.769,19/06/1983
0.25,1.033333333,0.635,20/06/1983
0.15625,1.033333333,0.558,21/06/1983
0.01,1.033333333,0.481,22/06/1983
0.9975,1.033333333,0.423,23/06/1983
2.0025,1.033333333,0.385,24/06/1983
5.9125,1.033333333,0.904,25/06/1983
17.085,1.033333333,7.981,26/06/1983
12.20125,1.033333333,8.096,27/06/1983
9.515,1.033333333,5.538,28/06/1983
6.21875,1.033333333,6.5,29/06/1983
7.54625,1.033333333,4.269,30/06/1983
7.88,1.096774194,6.423, 1/07/1983
3.4525,1.096774194,10.365, 2/07/1983
8.41,1.096774194,6.019, 3/07/1983
4.6725,1.096774194,3, 4/07/1983
0.625,1.096774194,1.942, 5/07/1983
5.74375,1.096774194,1.692, 6/07/1983
3.59,1.096774194,2.942, 7/07/1983
0.22125,1.096774194,1.981, 8/07/1983
0,1.096774194,1.404, 9/07/1983
0,1.096774194,1.058,10/07/1983
0.3625,1.096774194,0.885,11/07/1983
4.04875,1.096774194,0.731,12/07/1983
3.9175,1.096774194,0.788,13/07/1983
1.59,1.096774194,0.654,14/07/1983
0.37125,1.096774194,0.673,15/07/1983
0,1.096774194,0.519,16/07/1983
0.3625,1.096774194,0.5,17/07/1983
0.2175,1.096774194,0.481,18/07/1983
6.23125,1.096774194,0.5,19/07/1983
4.72,1.096774194,0.885,20/07/1983
1.22625,1.096774194,1.308,21/07/1983
1.145,1.096774194,1.154,22/07/1983
0.4575,1.096774194,0.962,23/07/1983
1.09375,1.096774194,0.827,24/07/1983
0.65625,1.096774194,0.712,25/07/1983
0.9875,1.096774194,0.635,26/07/1983
6.53625,1.096774194,0.538,27/07/1983
4.81625,1.096774194,1.173,28/07/1983
1.25625,1.096774194,1.346,29/07/1983
1.55375,1.096774194,1.269,30/07/1983
1.74375,1.096774194,1.192,31/07/1983
4.97125,1.419354839,0.981, 1/08/1983
3.75625,1.419354839,1.385, 2/08/1983
1.30375,1.419354839,1.904, 3/08/1983
0.375,1.419354839,1.404, 4/08/1983
0,1.419354839,1.077, 5/08/1983
0,1.419354839,0.885, 6/08/1983
0.3625,1.419354839,0.692, 7/08/1983
8.37375,1.419354839,0.865, 8/08/1983
6.14375,1.419354839,1.212, 9/08/1983
1.7375,1.419354839,1.019,10/08/1983
0.5925,1.419354839,0.885,11/08/1983
0,1.419354839,0.731,12/08/1983
0,1.419354839,0.596,13/08/1983
0,1.419354839,0.481,14/08/1983
0,1.419354839,0.423,15/08/1983
16.73125,1.419354839,0.385,16/08/1983
11.5325,1.419354839,7.25,17/08/1983
1.88375,1.419354839,5,18/08/1983
0.84875,1.419354839,2.462,19/08/1983
1.1725,1.419354839,1.577,20/08/1983
2.43625,1.419354839,1.404,21/08/1983
1.095,1.419354839,1.115,22/08/1983
0,1.419354839,0.904,23/08/1983
1.36875,1.419354839,0.712,24/08/1983
11.1775,1.419354839,1.5,25/08/1983
8.02625,1.419354839,4.269,26/08/1983
2.6125,1.419354839,3.288,27/08/1983
5.5525,1.419354839,2.635,28/08/1983
2.7825,1.419354839,2.173,29/08/1983
2.65,1.419354839,1.712,30/08/1983
1.84625,1.419354839,1.615,31/08/1983
0.15375,2.3,1.192, 1/09/1983
3.275,2.3,0.904, 2/09/1983
2.22125,2.3,1.769, 3/09/1983
5.42875,2.3,1.654, 4/09/1983
7.25875,2.3,1.308, 5/09/1983
17.125,2.3,10.712, 6/09/1983
10.42625,2.3,12.038, 7/09/1983
16.90625,2.3,5.654, 8/09/1983
10.09625,2.3,21.885, 9/09/1983
1.86,2.3,5.365,10/09/1983
10.5225,2.3,3.692,11/09/1983
14.4975,2.3,5.692,12/09/1983
20.17375,2.3,14.135,13/09/1983
9.32125,2.3,15.212,14/09/1983
0.2175,2.3,4.596,15/09/1983
0,2.3,2.346,16/09/1983
0.25,2.3,1.577,17/09/1983
1.14375,2.3,1.154,18/09/1983
7.565,2.3,0.923,19/09/1983
9.525,2.3,4.462,20/09/1983
4.96875,2.3,4.404,21/09/1983
1.32,2.3,2.288,22/09/1983
0.945,2.3,1.385,23/09/1983
0.735,2.3,1.058,24/09/1983
2.7075,2.3,0.827,25/09/1983
1.53,2.3,0.827,26/09/1983
7.40625,2.3,0.635,27/09/1983
4.7,2.3,0.904,28/09/1983
0.15375,2.3,0.827,29/09/1983
0,2.3,0.615,30/09/1983
0,3.741935484,0.481, 1/10/1983
1.86875,3.741935484,0.404, 2/10/1983
1.59,3.741935484,0.404, 3/10/1983
0.28125,3.741935484,0.327, 4/10/1983
0.61875,3.741935484,0.269, 5/10/1983
0.37125,3.741935484,0.212, 6/10/1983
0,3.741935484,0.192, 7/10/1983
0,3.741935484,0.154, 8/10/1983
0,3.741935484,0.135, 9/10/1983
0,3.741935484,0.115,10/10/1983
1.63125,3.741935484,0.115,11/10/1983
7.685,3.741935484,0.135,12/10/1983
7.255,3.741935484,0.308,13/10/1983
2.4575,3.741935484,0.365,14/10/1983
9.54875,3.741935484,0.635,15/10/1983
28.5675,3.741935484,8.865,16/10/1983
19.0525,3.741935484,12.942,17/10/1983
3.6175,3.741935484,7.692,18/10/1983
6.86625,3.741935484,3.135,19/10/1983
8.2175,3.741935484,3.769,20/10/1983
2.81125,3.741935484,5.404,21/10/1983
0.15,3.741935484,2.577,22/10/1983
0.98125,3.741935484,1.462,23/10/1983
0.58875,3.741935484,1.019,24/10/1983
0,3.741935484,0.731,25/10/1983
0,3.741935484,0.577,26/10/1983
0,3.741935484,0.462,27/10/1983
2.15625,3.741935484,0.423,28/10/1983
1.29375,3.741935484,0.519,29/10/1983
2.8,3.741935484,0.385,30/10/1983
1.68,3.741935484,0.288,31/10/1983
0,4.733333333,0.231, 1/11/1983
0,4.733333333,0.212, 2/11/1983
8.11875,4.733333333,0.212, 3/11/1983
5.89625,4.733333333,0.442, 4/11/1983
0.615,4.733333333,0.462, 5/11/1983
1.09375,4.733333333,0.288, 6/11/1983
4.11875,4.733333333,0.212, 7/11/1983
13.44,4.733333333,0.231, 8/11/1983
11.71125,4.733333333,1.25, 9/11/1983
3.18625,4.733333333,1.788,10/11/1983
0.15,4.733333333,1.058,11/11/1983
0,4.733333333,0.635,12/11/1983
0,4.733333333,0.404,13/11/1983
0,4.733333333,0.269,14/11/1983
10.68125,4.733333333,0.269,15/11/1983
14.89,4.733333333,0.577,16/11/1983
7.3325,4.733333333,1.192,17/11/1983
1.34625,4.733333333,0.962,18/11/1983
0,4.733333333,0.654,19/11/1983
0,4.733333333,0.442,20/11/1983
0,4.733333333,0.346,21/11/1983
0.0125,4.733333333,0.269,22/11/1983
0.0075,4.733333333,0.192,23/11/1983
0,4.733333333,0.154,24/11/1983
2.85,4.733333333,0.135,25/11/1983
6.2475,4.733333333,0.192,26/11/1983
9.87875,4.733333333,0.385,27/11/1983
5.45625,4.733333333,0.288,28/11/1983
4.935,4.733333333,0.308,29/11/1983
16.34875,4.733333333,3.115,30/11/1983
8.28375,4.580645161,3.038, 1/12/1983
0,4.580645161,1.192, 2/12/1983
0,4.580645161,0.712, 3/12/1983
0,4.580645161,0.462, 4/12/1983
1,4.580645161,0.327, 5/12/1983
3.19375,4.580645161,0.288, 6/12/1983
3.0625,4.580645161,0.269, 7/12/1983
0.90375,4.580645161,0.231, 8/12/1983
0,4.580645161,0.173, 9/12/1983
0,4.580645161,0.135,10/12/1983
0,4.580645161,0.096,11/12/1983
2.21875,4.580645161,0.058,12/12/1983
1.33125,4.580645161,0.038,13/12/1983
0,4.580645161,0.019,14/12/1983
0.3625,4.580645161,0.019,15/12/1983
1.36125,4.580645161,0.019,16/12/1983
0.9425,4.580645161,0.019,17/12/1983
2.34125,4.580645161,0.019,18/12/1983
1.3125,4.580645161,0.019,19/12/1983
0,4.580645161,0.019,20/12/1983
0,4.580645161,0,21/12/1983
0,4.580645161,0,22/12/1983
0,4.580645161,0,23/12/1983
0,4.580645161,0,24/12/1983
0,4.580645161,0,25/12/1983
0,4.580645161,0,26/12/1983
0,4.580645161,0,27/12/1983
0,4.580645161,0,28/12/1983
0,4.580645161,0,29/12/1983
0,4.580645161,0,30/12/1983
2.64375,4.580645161,0,31/12/1983
5.0175,5,0, 1/01/1984
15.88375,5,0.038, 2/01/1984
8.92,5,0.096, 3/01/1984
0.375,5,0.038, 4/01/1984
0,5,0.019, 5/01/1984
0,5,0.019, 6/01/1984
0,5,0.019, 7/01/1984
0,5,0, 8/01/1984
2.15,5,0, 9/01/1984
2.39625,5,0,10/01/1984
0.66375,5,0,11/01/1984
0,5,0,12/01/1984
0,5,0,13/01/1984
0,5,0,14/01/1984
6.3375,5,0,15/01/1984
3.82125,5,0,16/01/1984
1.155,5,0,17/01/1984
0.6925,5,0,18/01/1984
0.00375,5,0,19/01/1984
0,5,0,20/01/1984
2.33125,5,0,21/01/1984
4.19875,5,0,22/01/1984
6.89875,5,0,23/01/1984
5.58125,5,0,24/01/1984
9.32625,5,0,25/01/1984
5.42625,5,0,26/01/1984
0.4275,5,0,27/01/1984
2.86875,5,0,28/01/1984
2.19,5,0,29/01/1984
4.55,5,0,30/01/1984
4.5675,5,0,31/01/1984
1.20375,4.24137931,0, 1/02/1984
0,4.24137931,0, 2/02/1984
0,4.24137931,0, 3/02/1984
0,4.24137931,0, 4/02/1984
0,4.24137931,0, 5/02/1984
2.4375,4.24137931,0, 6/02/1984
5.3875,4.24137931,0, 7/02/1984
2.355,4.24137931,0, 8/02/1984
0,4.24137931,0, 9/02/1984
0,4.24137931,0,10/02/1984
0,4.24137931,0,11/02/1984
1.11875,4.24137931,0,12/02/1984
1.29625,4.24137931,0,13/02/1984
0.375,4.24137931,0,14/02/1984
0,4.24137931,0,15/02/1984
0,4.24137931,0,16/02/1984
0,4.24137931,0,17/02/1984
0,4.24137931,0,18/02/1984
0,4.24137931,0,19/02/1984
6.15,4.24137931,0,20/02/1984
3.69,4.24137931,0,21/02/1984
0,4.24137931,0,22/02/1984
0.63125,4.24137931,0,23/02/1984
0.37875,4.24137931,0,24/02/1984
0,4.24137931,0,25/02/1984
0,4.24137931,0,26/02/1984
7.39375,4.24137931,0,27/02/1984
4.68625,4.24137931,0,28/02/1984
2.13125,4.24137931,0,29/02/1984
1.5575,3.290322581,0, 1/03/1984
0.22125,3.290322581,0, 2/03/1984
0,3.290322581,0, 3/03/1984
0,3.290322581,0, 4/03/1984
0,3.290322581,0, 5/03/1984
0,3.290322581,0, 6/03/1984
0,3.290322581,0, 7/03/1984
0,3.290322581,0, 8/03/1984
0,3.290322581,0, 9/03/1984
0.51875,3.290322581,0,10/03/1984
1.08625,3.290322581,0,11/03/1984
4.92125,3.290322581,0,12/03/1984
20.155,3.290322581,0,13/03/1984
17.62,3.290322581,0.019,14/03/1984
5.10375,3.290322581,0.038,15/03/1984
0.495,3.290322581,0.038,16/03/1984
0,3.290322581,0.038,17/03/1984
4.95,3.290322581,0.019,18/03/1984
7.7325,3.290322581,0.019,19/03/1984
3.1075,3.290322581,0.019,20/03/1984
0.15,3.290322581,0.019,21/03/1984
0,3.290322581,0,22/03/1984
0,3.290322581,0,23/03/1984
3.58125,3.290322581,0,24/03/1984
9.6675,3.290322581,0.019,25/03/1984
17.405,3.290322581,0.019,26/03/1984
9.13625,3.290322581,0.077,27/03/1984
0.84,3.290322581,0.173,28/03/1984
0,3.290322581,0.115,29/03/1984
0,3.290322581,0.058,30/03/1984
0,3.290322581,0.019,31/03/1984
0,2.2,0.019, 1/04/1984
0,2.2,0.019, 2/04/1984
0.25625,2.2,0, 3/04/1984
0.15375,2.2,0, 4/04/1984
0,2.2,0, 5/04/1984
0,2.2,0, 6/04/1984
0.25625,2.2,0, 7/04/1984
0.15375,2.2,0, 8/04/1984
0,2.2,0, 9/04/1984
0,2.2,0,10/04/1984
0,2.2,0,11/04/1984
0,2.2,0,12/04/1984
0,2.2,0,13/04/1984
0,2.2,0,14/04/1984
2.36875,2.2,0,15/04/1984
4.94625,2.2,0,16/04/1984
3.1275,2.2,0,17/04/1984
4.21375,2.2,0,18/04/1984
2.52,2.2,0,19/04/1984
0.68875,2.2,0.019,20/04/1984
14.9725,2.2,5.096,21/04/1984
9.325,2.2,1.923,22/04/1984
29.90125,2.2,0.673,23/04/1984
18.83125,2.2,0.519,24/04/1984
4.7325,2.2,0.404,25/04/1984
3.33375,2.2,0.385,26/04/1984
1.41,2.2,0.269,27/04/1984
1.04125,2.2,0.212,28/04/1984
1.6575,2.2,0.212,29/04/1984
